Company Name,Business Name,Street Address,City,Burrough,Province,Postal Code,Telephone Number,Line of Business,Latitude,Longitude,Primary NAICS,Primary SIC,Sales Volume,Total Employees,Local Employees,Year Started
MOM'S GOURMET COFFEE N THINGS,,1096 DANFORTH AVE,Toronto,TORONTO,Ontario,M4J 1M3,4164691551,"MISCELLANEOUS FOOD STORES, NSK",43.68124,-79.334751,445299,54990201,"$99,078.00 ",2,2,2010
MOON BEAN CAFE INC,,30 SAINT ANDREW ST,Toronto,TORONTO,Ontario,M5T 1K6,4165950327,EATING PLACES,43.649538,-79.402311,722513,58120304,"$175,292.00 ",5,5,1995
MOUNTAIN BEAN COFFEE,,660 EGLINTON AVE E SUITE 120,Toronto,TORONTO,Ontario,M4G 2K2,,EATING PLACES,43.711623,-79.374762,722513,58120304,$0.00 ,10,10,2013
MOUNTAIN VIEW ESTATES COFFEE COMPANY LTD,,1260 MARTIN GROVE RD,Toronto,TORONTO,Ontario,M9W 4X3,4166945455,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.72698,-79.527111,424490,51490901,"$1,459,214.00 ",10,10,2001
MRT FOOD SPECIALISTS,,42 BAMBOO GROVE,Toronto,NORTH YORK,Ontario,M3B 2C7,4164444237,"GROCERIES, GENERAL LINE, NSK",43.74484,-79.365871,424410,51419901,"$259,127.00 ",1,1,1987
MY CUPPA TEA,,661 THE QUEENSWAY,Toronto,ETOBICOKE,Ontario,M8Y 1K8,,EATING PLACES,43.62699,-79.498671,722513,58120304,"$72,231.00 ",2,2,
NECTAR COFFEE ROASTERS LTD,,54 HOWDEN RD UNIT D,Toronto,SCARBOROUGH,Ontario,M1R 3E4,4162851422,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.75037,-79.290261,424490,51490901,"$430,468.00 ",3,3,1993
NEON COFFEE SHOP,,706A DANFORTH AVE,Toronto,TORONTO,Ontario,M4J 1L1,4164666139,EATING PLACES,43.67929,-79.343304,722513,58120304,"$175,292.00 ",5,5,1995
NEW ORLEANS FAST FOOD & DONUTS,,620 VAUGHAN RD,Toronto,TORONTO,Ontario,M6C 2R5,,EATING PLACES,43.69205,-79.440211,722513,58120304,"$297,233.00 ",10,10,
NIAGARA FOODS INTERNATIONAL LTD,,28 WILLIAM CARSON CRES SUITE 920,Toronto,NORTH YORK,Ontario,M2P 2H1,6474303400,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.75024,-79.407181,424490,51490901,"$715,015.00 ",5,5,2000
NISHAS COFFEE SHOP,,855 BROADVIEW AVE,Toronto,TORONTO,Ontario,M4K 3Z1,4164661649,EATING PLACES,43.6796,-79.357821,722511,58120000,"$167,810.00 ",5,5,
NOBLE COFFEE CO,,1421 BLOOR ST W,Toronto,TORONTO,Ontario,M6P 3L4,,EATING PLACES,43.657166,-79.447998,722513,58120304,$0.00 ,10,10,2017
NOIR COFFEE & TEA,,701 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6C 1B2,4166518302,EATING PLACES,43.68135,-79.426201,722511,58120000,"$167,810.00 ",5,5,
NONNI'S MEALS INC,,230 QUEENS QUAY W SUITE 1925,Toronto,TORONTO,Ontario,M5J 2Y7,,DIRECT SELLING ESTABLISHMENTS,43.63971,-79.384131,722330,59630204,"$199,238.00 ",2,2,2011
NORM'S COFFEE SHOP,,85 SCARSDALE RD SUITE 100,Toronto,NORTH YORK,Ontario,M3B 2R2,,EATING PLACES,43.75059,-79.354231,722513,58120304,"$114,321.00 ",3,3,
NOSSA CASA SPORTS CAFE INC,,1331 DUNDAS ST W,Toronto,TORONTO,Ontario,M6J 1X8,4165337614,EATING PLACES,43.64933,-79.426441,722513,58120304,"$175,292.00 ",5,5,2003
NOSTALGIA COFFEE CO INC,,857 O'CONNOR DR SUITE 855,Toronto,TORONTO,Ontario,M4B 2S7,4167553675,"MISCELLANEOUS FOOD STORES, NSK",43.706917,-79.311738,445299,54990201,"$51,063.00 ",1,1,
"NOTRE COFFEE AND DONUTS LTD, LA",,1277 YORK MILLS RD SUITE 12,Toronto,NORTH YORK,Ontario,M3A 1Z5,,RETAIL BAKERIES,43.76054,-79.325171,445291,54619905,"$213,398.00 ",6,6,1987
OAKWOOD ESPRESSO,,342 OAKWOOD AVE UNIT B,Toronto,TORONTO,Ontario,M6E 2W2,6475375822,EATING PLACES,43.686437,-79.438514,722513,58120304,$0.00 ,10,10,2017
ODD ESPRESSO BAR,,1111 COLLEGE STREET,Toronto,TORONTO,Ontario,M6H 1B4,,EATING PLACES,43.652418,-79.432947,722513,58120304,$0.00 ,10,10,2016
OFFICE COFFEE SOLUTIONS LTD,,82 INDUSTRY ST,Toronto,TORONTO,Ontario,M6M 4L7,4165169333,"COMMERCIAL EQUIPMENT, NEC",43.69206,-79.488911,423440,50460302,"$2,042,900.00 ",15,15,1996
OMONIA COFFEE SHOP,,850 PAPE AVE,Toronto,TORONTO,Ontario,M4K 3T6,,EATING PLACES,43.68381,-79.346911,722513,58120304,"$233,335.00 ",5,5,
ONE TOUCH EXPRESSO LIMITED,,55 OAKDALE RD,Toronto,TORONTO,Ontario,M3N 1W2,,"BUSINESS SERVICES, NEC, NSK",43.739432,-79.525589,561990,73899906,"$304,855.00 ",4,4,
ON THE WAY CAFE INC,,150 RIVALDA RD UNIT 3,Toronto,NORTH YORK,Ontario,M9M 2M8,4165351998,"COMMERCIAL EQUIPMENT, NEC",43.745642,-79.536712,423440,50460302,"$571,603.00 ",4,4,2011
OPERA COFFEE,,719 BLOOR ST W,Toronto,TORONTO,Ontario,M6G 1L5,4165333883,EATING PLACES,43.66341,-79.418041,722513,58120304,"$167,810.00 ",5,5,
ORANGE ALERT COFFEE,,298 DUNDAS ST W,Toronto,TORONTO,Ontario,M5T 1G2,4165918965,EATING PLACES,43.65447,-79.391231,722513,58120304,"$175,292.00 ",5,5,2014
PALATE CAFE,,250 MERTON ST SUITE 102,Toronto,TORONTO,Ontario,M4S 1B1,4163226030,EATING PLACES,43.698,-79.388611,722513,58120304,"$175,292.00 ",5,5,
PAM'S COFFEE & TEA,,1530 ALBION RD SUITE 79,Toronto,ETOBICOKE,Ontario,M9V 1B4,4167450992,EATING PLACES,43.740488,-79.584792,722513,58120304,"$297,233.00 ",10,10,
PAM'S COFFEE & TEA CO,,900 DUFFERIN ST SUITE 390,Toronto,TORONTO,Ontario,M6H 4A9,,EATING PLACES,43.657016,-79.434335,722513,58120304,"$167,810.00 ",5,5,
PANAMA COFFEE GOLD RESERVE INC,,82 DIXON AVE,Toronto,TORONTO,Ontario,M4L 1N6,4169126059,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.67019,-79.307866,424490,51490901,"$284,547.00 ",2,2,2016
PANELLINION CAFE,,1069 MIDLAND AVE,Toronto,SCARBOROUGH,Ontario,M1K 4G7,6474287113,EATING PLACES,43.742097,-79.26119,722513,58120304,"$175,292.00 ",5,5,
PATERA GROUP INC,,1040 MARTIN GROVE RD UNIT 19,Toronto,ETOBICOKE,Ontario,M9W 4W4,4162418700,"COMMERCIAL EQUIPMENT, NEC",43.69691,-79.574791,423440,50460302,"$838,351.00 ",6,6,2000
PAUL'S COFFEE SHOP,,40 WYNFORD DR SUITE 101,Toronto,NORTH YORK,Ontario,M3C 1J5,,EATING PLACES,43.72429,-79.335711,722513,58120304,"$75,452.00 ",2,2,
PEACOCK CAFE-TIM HORTONS,,361A OLD FINCH AVENUE,Toronto,TORONTO,Ontario,M1B 5K7,4163926003,EATING PLACES,43.82618,-79.183993,722513,58120304,$0.00 ,10,10,2017
PERKS VALLEY,,807 BROADVIEW AVE,Toronto,TORONTO,Ontario,M4K 2P8,,EATING PLACES,43.67792,-79.358161,722513,58120304,"$167,810.00 ",5,5,
PERSONAL SERVICE COFFEE FRANCHISING INC,,4134 DUNDAS ST W,Toronto,ETOBICOKE,Ontario,M8X 1X3,4162341200,EATING PLACES,43.661696,-79.507881,722513,58120304,$0.00 ,10,10,2015
PHARAOH'S COFFEE,,2837 DANFORTH AVE,Toronto,TORONTO,Ontario,M4C 1M2,4166944111,EATING PLACES,43.68941,-79.295181,722511,58120000,"$167,810.00 ",5,5,
PILOT COFFEE CORP,,50 WAGSTAFF DR,Toronto,TORONTO,Ontario,M4L 3W9,4165464006,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.67389,-79.329981,424490,51490901,"$3,734,471.00 ",25,25,2012
PIRGOS COFFEE SHOP,,788 ST CLAIR AVE W SUITE A,Toronto,TORONTO,Ontario,M6C 1B6,4166585950,EATING PLACES,43.68114,-79.429621,722513,58120304,"$75,452.00 ",2,2,
PORTUGUESE BILLARDS,,852 DUNDAS ST W,Toronto,TORONTO,Ontario,M6J 1V5,4166031096,EATING PLACES,43.65159,-79.410361,722513,58120304,"$167,810.00 ",5,5,
POST-GAME BREWING COMPANY INC,,53 SAMOR RD,Toronto,NORTH YORK,Ontario,M6A 1J2,9054835437,"COMMERCIAL EQUIPMENT, NEC",43.717632,-79.459353,423440,50460302,"$144,806.00 ",1,1,2017
PUBLIC PARK COFFEE,,445 ADELAIDE ST W,Toronto,TORONTO,Ontario,M5V 1T1,4165780606,EATING PLACES,43.64596,-79.399055,722513,58120304,$0.00 ,10,10,2017
Q COFFEE INC,,40 RIDGETOP RD,Toronto,SCARBOROUGH,Ontario,M1R 4G3,,"MISCELLANEOUS FOOD STORES, NSK",43.76822,-79.294621,445299,54990000,$0.00 ,3,3,
QUALITY VENDING COFFEE & WATER,,816 SHEPPARD AVE W,Toronto,NORTH YORK,Ontario,M3H 2T1,,"MERCHANDISING MACHINE OPERATORS, NSK",43.75322,-79.450721,454210,59620202,"$60,557.00 ",1,1,
QUESTZONES TIM HORTONS,,85 LAIRD DRIVE,Toronto,TORONTO,Ontario,M4G 3T7,6473471666,EATING PLACES,43.705682,-79.361554,722513,58120304,$0.00 ,10,10,2013
RED ROCKET COFFEE,,401 LOGAN AVE,Toronto,TORONTO,Ontario,M4M 2P2,,RETAIL BAKERIES,43.664245,-79.343919,311811,54610000,$0.00 ,1,1,2012
REMARKABLE BEAN TEA & COFFEE CO,,2242 QUEEN ST E,Toronto,TORONTO,Ontario,M4E 1G2,4166902420,EATING PLACES,43.67296,-79.286991,722513,58120304,"$75,452.00 ",2,2,2004
ROASTERY COFFEE HOUSE,,401 RICHMOND ST W SUITE 135,Toronto,TORONTO,Ontario,M5V 3A8,4165978822,EATING PLACES,43.64775,-79.394711,722513,58120304,"$75,452.00 ",2,2,2004
ROASTERY COFFEE HOUSE,,8 PARDEE AVE,Toronto,TORONTO,Ontario,M6K 3H5,4165317744,EATING PLACES,43.63707,-79.422585,722513,58120304,"$114,321.00 ",3,3,
ROCKET FUEL COFFEE SHOP INC,,2925 LAKE SHORE BLVD W,Toronto,ETOBICOKE,Ontario,M8V 1J3,4162552582,EATING PLACES,43.60068,-79.504911,722513,58120304,"$145,921.00 ",4,4,1994
ROSE DONUT,,842 GERRARD ST E UNIT 5,Toronto,TORONTO,Ontario,M4M 1Y7,4164655932,DIRECT SELLING ESTABLISHMENTS,43.66781,-79.343271,454390,59630102,"$175,292.00 ",2,2,2004
ROTANA CAFE LTD,,1530 DANFORTH AVE,Toronto,TORONTO,Ontario,M4J 1N4,4164653097,EATING PLACES,43.68344,-79.324671,722513,58120304,"$167,810.00 ",5,5,
SAFEHOUSE COFFEE INC,,1615 DUNDAS ST W,Toronto,TORONTO,Ontario,M6K 1T9,4165312226,EATING PLACES,43.64984,-79.43559,722513,58120304,$0.00 ,10,10,2016
SAINT JIMMY'S COFFE,,500 SHEPPARD AVENUE E,Toronto,TORONTO,Ontario,M2N 6H7,4162509427,EATING PLACES,43.766253,-79.389805,722513,58120304,$0.00 ,10,10,2016
SAM JAMES COFFEE,,297 HARBORD ST,Toronto,TORONTO,Ontario,M6G 1G7,,EATING PLACES,43.660228,-79.415611,722513,58120304,$0.00 ,10,10,2017
SAM JAMES COFFEE,,150 KING ST W,Toronto,TORONTO,Ontario,M5H 1J9,,EATING PLACES,43.647876,-79.384163,722513,58120304,$0.00 ,10,10,2017
SAM'S COFFEE,,31 TAPSCOTT RD SUITE 3,Toronto,SCARBOROUGH,Ontario,M1B 4Y7,,EATING PLACES,43.805568,-79.221035,722513,58120304,"$175,292.00 ",5,5,
SAVORY GROUNDS,,283 SCARBOROUGH RD,Toronto,TORONTO,Ontario,M4E 3M9,6476887306,EATING PLACES,43.680819,-79.287179,722513,58120304,$0.00 ,10,10,2017
SAVOURY GROUNDS COFFEE CO LTD,,481 QUEEN ST E,Toronto,TORONTO,Ontario,M5A 1T9,6476887306,EATING PLACES,43.65668,-79.358991,722513,58120304,"$167,810.00 ",5,5,
SECOND CUP,,2900 WARDEN AVE SUITE 103,Toronto,SCARBOROUGH,Ontario,M1W 2S8,4169226392,EATING PLACES,43.798477,-79.31662,722513,58120304,"$434,418.00 ",15,15,
SECOND CUP,,1560 YONGE ST,Toronto,TORONTO,Ontario,M4T 2S9,4169270727,EATING PLACES,43.689861,-79.394927,722513,58120304,"$434,418.00 ",15,15,
SECOND CUP,,255 FRONT ST W,Toronto,TORONTO,Ontario,M5V 2W6,4167893459,EATING PLACES,43.644261,-79.386973,722513,58120304,$0.00 ,15,15,2015
SECOND CUP,,4850 DUNDAS ST W,Toronto,TORONTO,Ontario,M9A 1B4,,EATING PLACES,43.65072,-79.527381,722513,58120304,"$434,418.00 ",15,15,
SECOND CUP,,696 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6C 1B1,,EATING PLACES,43.68185,-79.426081,722513,58120304,"$434,418.00 ",15,15,
SECOND CUP,,941 PROGRESS AVE,Toronto,SCARBOROUGH,Ontario,M1G 3T8,,EATING PLACES,43.784458,-79.231756,722513,58120304,$0.00 ,10,10,2014
SECOND CUP,,101 HUMBER COLLEGE BLVD,Toronto,ETOBICOKE,Ontario,M9V 1R8,4166753111,EATING PLACES,43.73037,-79.600891,722513,58120304,"$434,418.00 ",15,15,
SECOND CUP COFFIE,,511 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6C 1A1,,EATING PLACES,43.68287,-79.418571,722513,58120304,"$493,763.00 ",15,15,
"SECOND CUP CO. LTD, THE",,85 ELLESMERE RD UNIT 41,Toronto,SCARBOROUGH,Ontario,M1R 4B7,4164448509,EATING PLACES,43.758377,-79.312901,722513,58120304,"$415,876.00 ",15,0,1982
"SECOND CUP CO. LTD, THE",,70 YORKVILLE AVE,Toronto,TORONTO,Ontario,M5R 1B9,,EATING PLACES,43.67142,-79.390871,722513,58120304,$0.00 ,0,4,
SECOND CUP LTD,,163 KING ST E,Toronto,TORONTO,Ontario,M5A 1J4,,EATING PLACES,43.6503,-79.371561,722513,58120304,"$434,418.00 ",15,15,2005
"SECOND CUP LTD, THE",,307 QUEEN ST W,Toronto,TORONTO,Ontario,M5V 2A4,4165919179,EATING PLACES,43.64964,-79.391211,722513,58120304,$0.00 ,0,9,
"SECOND CUP LTD, THE",,60 BLOOR ST W,Toronto,TORONTO,Ontario,M4W 3B8,,EATING PLACES,43.669828,-79.389232,722513,58120304,$0.00 ,0,1,
"SECOND CUP LTD, THE",,66 HARBORD ST,Toronto,TORONTO,Ontario,M5S 1G2,4165969877,EATING PLACES,43.66335,-79.401651,722513,58120304,$0.00 ,0,10,
"SECOND CUP LTD, THE",,77 WELLESLEY ST W,Toronto,TORONTO,Ontario,M7A 1N3,4163251992,EATING PLACES,43.663935,-79.388825,722513,58120304,$0.00 ,0,1,
"SECOND CUP LTD, THE",,119 ST. GEORGE ST,Toronto,TORONTO,Ontario,M5S 1A9,,EATING PLACES,43.66671,-79.398761,722513,58120304,$0.00 ,0,15,
"SECOND CUP LTD, THE",,5095 YONGE ST,Toronto,NORTH YORK,Ontario,M2N 6Z4,4162279332,EATING PLACES,43.76889,-79.412991,722513,58120304,$0.00 ,0,226,
"SECOND CUP LTD, THE",,100 SAINT GEORGE ST,Toronto,ETOBICOKE,Ontario,M8Z 3Y7,4165934496,EATING PLACES,43.641032,-79.380721,722513,58120304,$0.00 ,0,16,
"SECOND CUP LTD, THE",,170 BLOOR ST W,Toronto,TORONTO,Ontario,M5S 1T9,4169751723,EATING PLACES,43.66885,-79.394481,722513,58120304,$0.00 ,0,5,
"SECOND CUP LTD, THE",,544 CHURCH ST,Toronto,TORONTO,Ontario,M4Y 2E1,4169662981,EATING PLACES,43.66537,-79.381011,722513,58120304,$0.00 ,0,10,
"SECOND CUP LTD, THE",,1595 BAYVIEW AVE,Toronto,TORONTO,Ontario,M4G 3B5,4164831974,EATING PLACES,43.706107,-79.375229,722513,58120304,$0.00 ,0,1,
"SECOND CUP LTD, THE",,730 YONGE ST UNIT 6,Toronto,TORONTO,Ontario,M4Y 2B7,,EATING PLACES,43.66887,-79.386911,722513,58120304,$0.00 ,0,1,
"SECOND CUP, THE",,642 MOUNT PLEASANT RD,Toronto,TORONTO,Ontario,M4S 2N1,4164866780,EATING PLACES,43.70447,-79.388881,722513,58120304,"$434,418.00 ",15,15,1975
"SECOND CUP, THE",,277 VICTORIA ST,Toronto,TORONTO,Ontario,M5B 1W2,4165998286,EATING PLACES,43.65656,-79.379301,722513,58120304,"$434,418.00 ",15,15,2008
SELECT CUP COFFEE,,700 LAWRENCE AVE W SUITE 248,Toronto,NORTH YORK,Ontario,M6A 3B4,4166332031,EATING PLACES,43.715652,-79.44658,722511,58120101,"$175,292.00 ",5,5,
SENSE APPEAL COFFEE,,96 SPADINA AVE,Toronto,TORONTO,Ontario,M5V 2J6,,EATING PLACES,43.646436,-79.395666,722513,58120304,"$167,810.00 ",5,5,2015
SENSE APPEAL COFFEE ROASTERS INC,,96 SPADINA AVE SUITE 101,Toronto,TORONTO,Ontario,M5V 2J6,4169078524,EATING PLACES,43.64637,-79.395691,722513,58120304,"$175,292.00 ",5,5,2010
SERVICE ONTARIO (NEAR TIM HORTONS),,2700 DUFFERIN STREET SUITE 54,Toronto,TORONTO,Ontario,M6B 4K6,,EATING PLACES,43.70215,-79.452198,722513,58120304,$0.00 ,10,10,2017
SHIRLEY'S FIRST BREAK COFFEE SHOP,,284 CARLAW AVE SUITE 101,Toronto,TORONTO,Ontario,M4M 3L1,4164634205,EATING PLACES,43.66341,-79.341311,722513,58120304,"$114,321.00 ",3,3,1989
SI ESPRESSO BAR,,748 BROADVIEW AVE,Toronto,TORONTO,Ontario,M4K 2P1,4164635550,EATING PLACES,43.67569,-79.358611,722513,58120304,"$175,292.00 ",5,5,2009
SIMON'S COFFEE SHOP,,474 COLLEGE ST UNIT 107,Toronto,TORONTO,Ontario,M6G 1A4,4169686431,EATING PLACES,43.65639,-79.409291,722513,58120304,"$75,452.00 ",2,2,
SIVAR COFFEE ROASTERS INC,,69 LYNN WILLIAMS ST SUITE 613,Toronto,TORONTO,Ontario,M6K 3R7,,EATING PLACES,43.639001,-79.415888,722513,58120304,$0.00 ,22,22,2015
SKYFORT COFFEE,,61 INTERNATIONAL BLVD UNIT 10,Toronto,ETOBICOKE,Ontario,M9W 6K4,4166748781,EATING PLACES,43.67746,-79.587081,722513,58120304,"$175,292.00 ",5,5,
SMOKE & COFFEE,,21 DUNDAS SQ UNIT 111,Toronto,TORONTO,Ontario,M5B 1B7,4163682456,EATING PLACES,43.65579,-79.379761,722513,58120304,"$297,233.00 ",10,10,
SNAKES & LATTES INC,,600 BLOOR ST W SUITE 3,Toronto,TORONTO,Ontario,M6G 1K4,6473429229,EATING PLACES,43.665,-79.413201,722513,58120304,"$1,969,939.00 ",70,70,2011
SOAPS GOODTIME LAUNDRY,,60 DANFORTH RD,Toronto,SCARBOROUGH,Ontario,M1L 3W4,,"COIN-OPERATED LAUNDRIES AND CLEANING, NSK",43.69585,-79.275911,812310,72159903,"$189,698.00 ",5,5,1996
SODEXO CANADA LTD,,5140 YONGE ST,Toronto,NORTH YORK,Ontario,M2N 6L7,,"BUSINESS SERVICES, NEC, NSK",43.76849,-79.413101,561990,73899906,$0.00 ,0,2,
SOLLO FOODS INC,,67 WESTMORE DR UNIT 6,Toronto,ETOBICOKE,Ontario,M9V 3Y6,8774476543,"BUSINESS SERVICES, NEC, NSK",43.739714,-79.603085,561910,73891200,"$1,459,214.00 ",20,20,2015
SPARKPLUG COFFEE LTD,,29 OLD BREWERY LANE,Toronto,TORONTO,Ontario,M5A 3P2,,EATING PLACES,43.6581,-79.355935,722513,58120304,$0.00 ,10,10,2014
SPOT COFFEE (CANADA) LTD,,141 ADELAIDE ST W SUITE 110,Toronto,TORONTO,Ontario,M5H 3L5,4163682220,EATING PLACES,43.64896,-79.384371,722513,58120304,"$7,232,037.00 ",10,10,2007
"STARBUCKS COFFEE CANADA, INC",,585 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5G 2N2,4169790660,EATING PLACES,43.6582,-79.388961,722513,58120304,$0.00 ,0,1,
"STARBUCKS COFFEE CANADA, INC",,450 YONGE ST,Toronto,TORONTO,Ontario,M4Y 1W9,4169226696,EATING PLACES,43.66151,-79.383521,722513,58120304,$0.00 ,0,25,
"STARBUCKS COFFEE CANADA, INC",,861 YORK MILLS RD,Toronto,NORTH YORK,Ontario,M3B 1Y2,4164443782,EATING PLACES,43.7543,-79.351191,722513,58120304,$0.00 ,0,5,
"STARBUCKS COFFEE CANADA, INC",,765 YONGE ST,Toronto,TORONTO,Ontario,M4W 2G4,4169628555,EATING PLACES,43.67105,-79.386721,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,1909 YONGE ST,Toronto,TORONTO,Ontario,M4S 1Z3,4164867160,EATING PLACES,43.69848,-79.396371,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,139 YORKVILLE AVE,Toronto,TORONTO,Ontario,M5R 1C4,,EATING PLACES,43.67028,-79.394391,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,250 QUEEN ST W,Toronto,TORONTO,Ontario,M5V 1Z7,4165955868,EATING PLACES,43.65013,-79.390961,722513,58120304,$0.00 ,0,18,
"STARBUCKS COFFEE CANADA, INC",,81 FRONT ST E,Toronto,TORONTO,Ontario,M5E 1B8,4169559956,EATING PLACES,43.64872,-79.372511,722513,58120304,$0.00 ,0,17,
"STARBUCKS COFFEE CANADA, INC",,8 WELLESLEY ST E SUITE 1105,Toronto,TORONTO,Ontario,M4Y 3B2,4169278277,EATING PLACES,43.66519,-79.384251,722513,58120304,$0.00 ,0,20,
"STARBUCKS COFFEE CANADA, INC",,110 BLOOR ST W,Toronto,TORONTO,Ontario,M5S 2W7,4169212525,EATING PLACES,43.66948,-79.392301,722513,58120304,$0.00 ,0,24,
"STARBUCKS COFFEE CANADA, INC",,120 ADELAIDE ST W,Toronto,TORONTO,Ontario,M5H 1T1,4163690187,EATING PLACES,43.65,-79.383161,722513,58120304,$0.00 ,0,14,
"STARBUCKS COFFEE CANADA, INC",,1984 QUEEN ST E,Toronto,TORONTO,Ontario,M4L 1J2,4166900731,EATING PLACES,43.67019,-79.300631,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,1 QUEEN ST E SUITE 2200,Toronto,TORONTO,Ontario,M5C 2W5,4163638555,EATING PLACES,43.65227,-79.378631,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,2630 YONGE ST,Toronto,TORONTO,Ontario,M4P 2J5,4164830226,EATING PLACES,43.71556,-79.400551,722513,58120304,$0.00 ,0,14,
"STARBUCKS COFFEE CANADA, INC",,2940 BLOOR ST W,Toronto,ETOBICOKE,Ontario,M8X 1B6,4162369191,EATING PLACES,43.64845,-79.507651,722513,58120304,$0.00 ,0,21,
"STARBUCKS COFFEE CANADA, INC",,2253 QUEEN ST E,Toronto,TORONTO,Ontario,M4E 1G3,4166916262,EATING PLACES,43.67108,-79.294191,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,1495 YONGE ST,Toronto,TORONTO,Ontario,M4T 1Z2,4169251441,EATING PLACES,43.68895,-79.394394,722513,58120304,$0.00 ,0,13,
"STARBUCKS COFFEE CANADA, INC",,41 MILNER AVE,Toronto,SCARBOROUGH,Ontario,M1S 3P6,4163350111,EATING PLACES,43.78547,-79.254831,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,205 COLLEGE ST,Toronto,TORONTO,Ontario,M5T 1P9,4163410101,EATING PLACES,43.6584,-79.395331,722513,58120304,$0.00 ,0,21,
"STARBUCKS COFFEE CANADA, INC",,220 YONGE ST 3RD FL,Toronto,TORONTO,Ontario,M5B 2H1,4162059229,EATING PLACES,43.65367,-79.380071,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,200 BAY ST,Toronto,TORONTO,Ontario,M3H 6A7,4162145120,EATING PLACES,43.64629,-79.379711,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,5230 DUNDAS ST W SUITE 15,Toronto,ETOBICOKE,Ontario,M9B 1A8,4162330440,EATING PLACES,43.64026,-79.538091,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,2293 YONGE ST,Toronto,TORONTO,Ontario,M4P 2C6,4164812166,EATING PLACES,43.70763,-79.398151,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,438 RICHMOND ST W UNIT 4,Toronto,TORONTO,Ontario,M5V 3S6,4165048586,EATING PLACES,43.64801,-79.396851,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,224 WELLINGTON ST W,Toronto,TORONTO,Ontario,M5V 3W1,4165060440,EATING PLACES,43.64536,-79.389591,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,2 BLOOR ST E,Toronto,TORONTO,Ontario,M4W 1A8,4165157070,EATING PLACES,43.67072,-79.385511,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,494 BLOOR ST W,Toronto,TORONTO,Ontario,M5S 1X8,4165359984,EATING PLACES,43.66564,-79.409891,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,369 HURON ST,Toronto,TORONTO,Ontario,M5S 0C2,,EATING PLACES,43.66426,-79.400101,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,142 JOHN ST,Toronto,TORONTO,Ontario,M5V 2E3,,EATING PLACES,43.64871,-79.390861,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,55 HARBORD ST,Toronto,TORONTO,Ontario,M5S 2W6,4165982220,EATING PLACES,43.66306,-79.401401,722513,58120304,$0.00 ,0,22,
"STARBUCKS COFFEE CANADA, INC",,1950 THE QUEENSWAY,Toronto,ETOBICOKE,Ontario,M9C 5H5,4166261995,EATING PLACES,43.613054,-79.561632,722513,58120304,$0.00 ,0,24,
"STARBUCKS COFFEE CANADA, INC",,687 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6C 1B2,4166538181,EATING PLACES,43.68141,-79.425781,722513,58120304,$0.00 ,0,14,
"STARBUCKS COFFEE CANADA, INC",,2081 STEELES AVE W UNIT 5,Toronto,NORTH YORK,Ontario,M3J 3N3,4166652002,EATING PLACES,43.7861,-79.473951,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,732 QUEEN ST W,Toronto,TORONTO,Ontario,M6J 1E9,,EATING PLACES,43.64621,-79.409821,722513,58120304,$0.00 ,0,13,
"STARBUCKS COFFEE CANADA, INC",,2151 ST CLAIR AVE W SUITE 108,Toronto,TORONTO,Ontario,M6N 1K5,4167694939,EATING PLACES,43.67054,-79.472761,722513,58120304,$0.00 ,0,14,
